	transactions	input_value	output_value	fee	day	month	year
74	48	234806000000.000000000	234806000000.000000000	0E-9	26	8	2009
75	1	5000000000.000000000	5000000000.000000000	0E-9	30	8	2009
76	6	30000000000.000000000	30000000000.000000000	0E-9	31	8	2009
77	14	70000000000.000000000	70000000000.000000000	0E-9	3	9	2009
78	13	65000000000.000000000	65000000000.000000000	0E-9	7	9	2009
79	1	100000000.000000000	100000000.000000000	0E-9	16	9	2009
80	101	505000000000.000000000	505000000000.000000000	1212000000.000000000	17	9	2009
81	8	40000000000.000000000	40000000000.000000000	0E-9	21	9	2009
82	40	200000000000.000000000	200000000000.000000000	0E-9	22	9	2009
83	26	130000000000.000000000	130000000000.000000000	0E-9	25	9	2009
84	16	80000000000.000000000	80000000000.000000000	0E-9	27	9	2009
85	43	215000000000.000000000	215000000000.000000000	0E-9	29	9	2009
86	10	50000000000.000000000	50000000000.000000000	0E-9	2	10	2009
87	15	90000000000.000000000	90000000000.000000000	0E-9	6	10	2009
88	74	505000000000.000000000	505000000000.000000000	0E-9	12	10	2009
89	81	970000000000.000000000	970000000000.000000000	0E-9	16	10	2009
90	7	35000000000.000000000	35000000000.000000000	0E-9	18	10	2009
91	101	504988000000.000000000	504988000000.000000000	1212000000.000000000	20	10	2009
92	18	89976000000.000000000	89976000000.000000000	0E-9	21	10	2009
93	40	1195000000000.000000000	1195000000000.000000000	0E-9	22	10	2009
94	7	1225000000000.000000000	1225000000000.000000000	0E-9	24	10	2009
95	16	1300000000000.000000000	1300000000000.000000000	0E-9	27	10	2009
96	41	205000000000.000000000	205000000000.000000000	0E-9	29	10	2009
97	42	1550000000000.000000000	1550000000000.000000000	0E-9	4	11	2009
98	57	9000000000000.000000000	9000000000000.000000000	0E-9	11	11	2009
99	13	60000000000.000000000	60000000000.000000000	0E-9	13	11	2009
100	91	4435000000000.000000000	4435000000000.000000000	0E-9	19	11	2009
101	168	1005000000000.000000000	1005000000000.000000000	3696000000.000000000	1	12	2009
102	18	90000000000.000000000	90000000000.000000000	0E-9	5	12	2009
103	3	14000000000.000000000	14000000000.000000000	0E-9	6	12	2009
104	30	150000000000.000000000	150000000000.000000000	0E-9	8	12	2009
105	25	235500000000.000000000	235500000000.000000000	0E-9	9	12	2009
106	67	520000000000.000000000	520000000000.000000000	0E-9	12	12	2009
107	332	3254570000000.000000000	3254570000000.000000000	0E-9	14	12	2009
108	8	545900000000.000000000	545900000000.000000000	0E-9	15	12	2009
109	17	85000000000.000000000	85000000000.000000000	0E-9	16	12	2009
110	10	29950000000.000000000	29950000000.000000000	0E-9	17	12	2009
111	1	5000000000.000000000	5000000000.000000000	0E-9	19	12	2009
112	1	5000000000.000000000	5000000000.000000000	0E-9	21	12	2009
113	1	5000000000.000000000	5000000000.000000000	0E-9	25	12	2009
114	5	25000000000.000000000	25000000000.000000000	0E-9	27	12	2009
115	2	10000000000.000000000	10000000000.000000000	0E-9	1	1	2010
116	82	2080435000000.000000000	2080435000000.000000000	0E-9	4	1	2010
117	216	1079988000000.000000000	1079988000000.000000000	2822000000.000000000	12	1	2010
118	2	5800000000.000000000	5800000000.000000000	0E-9	13	1	2010
119	9	40500000000.000000000	40500000000.000000000	0E-9	14	1	2010
120	5	20074000000.000000000	20074000000.000000000	0E-9	15	1	2010
121	6	25100000000.000000000	25100000000.000000000	0E-9	16	1	2010
122	1	5000000000.000000000	5000000000.000000000	0E-9	18	1	2010
123	18	68829000000.000000000	68829000000.000000000	0E-9	21	1	2010
124	5	25000000000.000000000	25000000000.000000000	0E-9	22	1	2010
125	2	5100000000.000000000	5100000000.000000000	0E-9	23	1	2010
126	1	5000000000.000000000	5000000000.000000000	0E-9	24	1	2010
127	61	330000000000.000000000	330000000000.000000000	0E-9	25	1	2010
128	19	87300000000.000000000	87300000000.000000000	0E-9	26	1	2010
129	20	100000000000.000000000	100000000000.000000000	0E-9	27	1	2010
130	21	105000000000.000000000	105000000000.000000000	0E-9	28	1	2010
131	19	95000000000.000000000	95000000000.000000000	0E-9	29	1	2010
132	34	170000000000.000000000	170000000000.000000000	0E-9	30	1	2010
133	18	110000000000.000000000	110000000000.000000000	0E-9	31	1	2010
134	20	260000000000.000000000	260000000000.000000000	0E-9	1	2	2010
135	21	105000000000.000000000	105000000000.000000000	0E-9	2	2	2010
136	6	30000000000.000000000	30000000000.000000000	0E-9	3	2	2010
137	41	204999000000.000000000	204999000000.000000000	0E-9	4	2	2010
138	245	1224900000000.000000000	1224900000000.000000000	0E-9	5	2	2010
139	30	210000000000.000000000	210000000000.000000000	0E-9	6	2	2010
140	10	49900000000.000000000	49900000000.000000000	0E-9	7	2	2010
141	125	670300000000.000000000	670300000000.000000000	0E-9	8	2	2010
142	418	2090000000000.000000000	2090000000000.000000000	16764000000.000000000	9	2	2010
143	606	3030000000000.000000000	3030000000000.000000000	0E-9	10	2	2010
144	74	370000000000.000000000	370000000000.000000000	0E-9	11	2	2010
145	53	765000000000.000000000	765000000000.000000000	0E-9	12	2	2010
146	85	619900000000.000000000	619900000000.000000000	0E-9	13	2	2010
147	58	1962451000000.000000000	1962451000000.000000000	0E-9	14	2	2010
148	91	454998000000.000000000	454998000000.000000000	0E-9	15	2	2010
149	16	76337000000.000000000	76337000000.000000000	0E-9	16	2	2010
150	28	5872250000000.000000000	5872250000000.000000000	0E-9	17	2	2010
151	58	289900000000.000000000	289900000000.000000000	0E-9	18	2	2010
152	4	10001000000.000000000	10001000000.000000000	0E-9	19	2	2010
153	13	65000000000.000000000	65000000000.000000000	0E-9	20	2	2010
154	126	626683000000.000000000	626683000000.000000000	0E-9	21	2	2010
155	267	1430000000000.000000000	1430000000000.000000000	0E-9	22	2	2010
156	1	5000000000.000000000	5000000000.000000000	0E-9	23	2	2010
157	107	530000000000.000000000	530000000000.000000000	0E-9	24	2	2010
158	143	1060000000000.000000000	1060000000000.000000000	0E-9	25	2	2010
159	20	1094900000000.000000000	1094900000000.000000000	0E-9	26	2	2010
160	10	45100000000.000000000	45100000000.000000000	0E-9	27	2	2010
161	106	529900000000.000000000	529900000000.000000000	0E-9	28	2	2010
162	32	160000000000.000000000	160000000000.000000000	0E-9	1	3	2010
163	40	200000000000.000000000	200000000000.000000000	0E-9	2	3	2010
164	116	1020000000000.000000000	1020000000000.000000000	0E-9	3	3	2010
165	387	1935000000000.000000000	1935000000000.000000000	0E-9	4	3	2010
166	2	15000000000.000000000	15000000000.000000000	0E-9	5	3	2010
167	93	2374739000000.000000000	2374739000000.000000000	0E-9	6	3	2010
168	115	750000000000.000000000	750000000000.000000000	0E-9	7	3	2010
169	181	904518000000.000000000	904518000000.000000000	0E-9	8	3	2010
170	81	405000000000.000000000	405000000000.000000000	0E-9	9	3	2010
171	42	259999000000.000000000	259999000000.000000000	0E-9	10	3	2010
172	64	320000000000.000000000	320000000000.000000000	0E-9	11	3	2010
173	7	35000000000.000000000	35000000000.000000000	0E-9	12	3	2010
174	36	180000000000.000000000	180000000000.000000000	0E-9	13	3	2010
175	10	155000000000.000000000	155000000000.000000000	0E-9	14	3	2010
176	5	15200000000.000000000	15200000000.000000000	0E-9	15	3	2010
177	25	120100000000.000000000	120100000000.000000000	0E-9	16	3	2010
178	25	125000000000.000000000	125000000000.000000000	0E-9	17	3	2010
179	81	395000000000.000000000	395000000000.000000000	0E-9	18	3	2010
180	127	634600000000.000000000	634600000000.000000000	0E-9	19	3	2010
181	73	495000000000.000000000	495000000000.000000000	0E-9	20	3	2010
182	9	45200000000.000000000	45200000000.000000000	0E-9	21	3	2010
183	40	245000000000.000000000	245000000000.000000000	0E-9	22	3	2010
184	77	398693000000.000000000	398693000000.000000000	0E-9	23	3	2010
185	33	180000000000.000000000	180000000000.000000000	0E-9	24	3	2010
186	344	2410100000000.000000000	2410100000000.000000000	0E-9	25	3	2010
187	76	400000000000.000000000	400000000000.000000000	0E-9	26	3	2010
188	24	260000000000.000000000	260000000000.000000000	0E-9	27	3	2010
189	19	215000000000.000000000	215000000000.000000000	0E-9	28	3	2010
190	68	345000000000.000000000	345000000000.000000000	0E-9	29	3	2010
191	11	55000000000.000000000	55000000000.000000000	0E-9	30	3	2010
192	25	147420000000.000000000	147420000000.000000000	0E-9	31	3	2010
193	28	140000000000.000000000	140000000000.000000000	0E-9	1	4	2010
194	20	100000000000.000000000	100000000000.000000000	0E-9	2	4	2010
195	25	172348000000.000000000	172348000000.000000000	0E-9	3	4	2010
196	69	345000000000.000000000	345000000000.000000000	78000000.000000000	4	4	2010
197	145	1063719000000.000000000	1063719000000.000000000	0E-9	5	4	2010
198	101	514100000000.000000000	514100000000.000000000	0E-9	6	4	2010
199	105	550314000000.000000000	550314000000.000000000	0E-9	7	4	2010
200	51	308874000000.000000000	308874000000.000000000	0E-9	8	4	2010
201	161	2955796000000.000000000	2955796000000.000000000	0E-9	9	4	2010
202	282	1490905000000.000000000	1490905000000.000000000	0E-9	10	4	2010
203	173	1618316000000.000000000	1618316000000.000000000	0E-9	11	4	2010
204	165	2808576000000.000000000	2808576000000.000000000	0E-9	12	4	2010
205	38	236000000000.000000000	236000000000.000000000	0E-9	13	4	2010
206	114	644889000000.000000000	644889000000.000000000	0E-9	14	4	2010
207	698	11332530000000.000000000	11332530000000.000000000	0E-9	15	4	2010
208	221	1291268000000.000000000	1291268000000.000000000	0E-9	16	4	2010
209	87	424288000000.000000000	424288000000.000000000	0E-9	17	4	2010
210	3337	3712101000000.000000000	3712101000000.000000000	0E-9	18	4	2010
211	306	2442187000000.000000000	2442187000000.000000000	0E-9	19	4	2010
212	222	1453500000000.000000000	1453500000000.000000000	0E-9	20	4	2010
213	153	802881000000.000000000	802881000000.000000000	0E-9	21	4	2010
214	60	2154285000000.000000000	2154285000000.000000000	0E-9	22	4	2010
215	76	395403000000.000000000	395403000000.000000000	0E-9	23	4	2010
216	155	1213306000000.000000000	1213306000000.000000000	0E-9	24	4	2010
217	181	1594580000000.000000000	1594580000000.000000000	0E-9	25	4	2010
218	106	1214549000000.000000000	1214549000000.000000000	0E-9	26	4	2010
219	89	843394000000.000000000	843394000000.000000000	0E-9	27	4	2010
220	137	842254000000.000000000	842254000000.000000000	0E-9	28	4	2010
221	58	557536000000.000000000	557536000000.000000000	0E-9	29	4	2010
222	46	6142032000000.000000000	6142032000000.000000000	0E-9	30	4	2010
223	70	519860000000.000000000	519860000000.000000000	0E-9	1	5	2010
224	44	229900000000.000000000	229900000000.000000000	0E-9	2	5	2010
225	118	805100000000.000000000	805100000000.000000000	0E-9	3	5	2010
226	207	1885012000000.000000000	1885012000000.000000000	0E-9	4	5	2010
227	175	1900966000000.000000000	1900966000000.000000000	0E-9	5	5	2010
228	284	1590101000000.000000000	1590101000000.000000000	0E-9	6	5	2010
229	94	3384400000000.000000000	3384400000000.000000000	0E-9	7	5	2010
230	279	1748026000000.000000000	1748026000000.000000000	0E-9	8	5	2010
231	114	987840000000.000000000	987840000000.000000000	0E-9	9	5	2010
232	155	886378000000.000000000	886378000000.000000000	0E-9	10	5	2010
233	41	205015000000.000000000	205015000000.000000000	0E-9	11	5	2010
234	136	2167011000000.000000000	2167011000000.000000000	0E-9	12	5	2010
235	117	1090778000000.000000000	1090778000000.000000000	0E-9	13	5	2010
236	940	1571094000000.000000000	1571094000000.000000000	183434000000.000000000	14	5	2010
237	1025	322664000000.000000000	322664000000.000000000	254760000000.000000000	15	5	2010
238	47	243864000000.000000000	243864000000.000000000	0E-9	16	5	2010
239	137	1072648000000.000000000	1072648000000.000000000	0E-9	17	5	2010
240	138	942090000000.000000000	942090000000.000000000	0E-9	18	5	2010
241	137	1530461000000.000000000	1530461000000.000000000	0E-9	19	5	2010
242	79	383497000000.000000000	383497000000.000000000	0E-9	20	5	2010
243	184	3982596000000.000000000	3982596000000.000000000	0E-9	21	5	2010
244	267	4467753000000.000000000	4467753000000.000000000	12969000000.000000000	22	5	2010
245	201	2203836000000.000000000	2203836000000.000000000	0E-9	23	5	2010
246	117	625600000000.000000000	625600000000.000000000	0E-9	24	5	2010
247	121	755000000000.000000000	755000000000.000000000	0E-9	25	5	2010
248	177	1684097000000.000000000	1684097000000.000000000	0E-9	26	5	2010
249	186	1461151000000.000000000	1461151000000.000000000	0E-9	27	5	2010
250	107	2940711000000.000000000	2940711000000.000000000	0E-9	28	5	2010
251	162	4425100000000.000000000	4425100000000.000000000	0E-9	29	5	2010
252	86	546230000000.000000000	546230000000.000000000	0E-9	30	5	2010
253	96	686100000000.000000000	686100000000.000000000	0E-9	31	5	2010
254	111	714398000000.000000000	714398000000.000000000	0E-9	1	6	2010
255	76	760728000000.000000000	760728000000.000000000	0E-9	2	6	2010
256	234	967410000000.000000000	967410000000.000000000	0E-9	3	6	2010
257	65	3242735000000.000000000	3242735000000.000000000	0E-9	4	6	2010
258	93	630000000000.000000000	630000000000.000000000	0E-9	5	6	2010
259	109	860331000000.000000000	860331000000.000000000	0E-9	6	6	2010
260	296	2719980000000.000000000	2719980000000.000000000	0E-9	7	6	2010
261	132	940100000000.000000000	940100000000.000000000	0E-9	8	6	2010
262	157	7229157000000.000000000	7229157000000.000000000	0E-9	9	6	2010
263	89	3166563000000.000000000	3166563000000.000000000	0E-9	10	6	2010
264	154	1032878000000.000000000	1032878000000.000000000	0E-9	11	6	2010
265	120	1413110000000.000000000	1413110000000.000000000	0E-9	12	6	2010
266	148	1423200000000.000000000	1423200000000.000000000	0E-9	13	6	2010
267	239	4329102000000.000000000	4329102000000.000000000	0E-9	14	6	2010
268	141	3582300000000.000000000	3582300000000.000000000	0E-9	15	6	2010
269	169	2869908000000.000000000	2869908000000.000000000	0E-9	16	6	2010
270	87	2178845000000.000000000	2178845000000.000000000	0E-9	17	6	2010
271	114	1158668000000.000000000	1158668000000.000000000	0E-9	18	6	2010
272	243	5837279000000.000000000	5837279000000.000000000	0E-9	19	6	2010
273	96	2706801000000.000000000	2706801000000.000000000	0E-9	20	6	2010
274	149	3800809000000.000000000	3800809000000.000000000	0E-9	21	6	2010
275	166	3119864000000.000000000	3119864000000.000000000	0E-9	22	6	2010
276	142	3954000000000.000000000	3954000000000.000000000	0E-9	23	6	2010
277	157	3239637000000.000000000	3239637000000.000000000	0E-9	24	6	2010
278	77	1931800000000.000000000	1931800000000.000000000	0E-9	25	6	2010
279	66	5876974000000.000000000	5876974000000.000000000	0E-9	26	6	2010
280	111	1256800000000.000000000	1256800000000.000000000	0E-9	27	6	2010
281	119	4518505000000.000000000	4518505000000.000000000	0E-9	28	6	2010
282	240	4080759000000.000000000	4080759000000.000000000	0E-9	29	6	2010
283	1044	5518095000000.000000000	5518095000000.000000000	77953000000.000000000	30	6	2010
284	196	2688589000000.000000000	2688589000000.000000000	0E-9	1	7	2010
285	463	10620473000000.000000000	10620473000000.000000000	0E-9	2	7	2010
286	166	3645000000000.000000000	3645000000000.000000000	0E-9	3	7	2010
287	305	1860950000000.000000000	1860950000000.000000000	0E-9	4	7	2010
288	183	5309701000000.000000000	5309701000000.000000000	0E-9	5	7	2010
289	91	1933550000000.000000000	1933550000000.000000000	0E-9	6	7	2010
290	215	4913031000000.000000000	4913031000000.000000000	0E-9	7	7	2010
291	117	1687294000000.000000000	1687294000000.000000000	0E-9	8	7	2010
292	118	1162200000000.000000000	1162200000000.000000000	0E-9	9	7	2010
293	185	2050274000000.000000000	2050274000000.000000000	0E-9	10	7	2010
294	269	4723199000000.000000000	4723199000000.000000000	0E-9	11	7	2010
295	1951	260086997000000.000000000	260086997000000.000000000	0E-9	12	7	2010
296	957	30236832000000.000000000	30236832000000.000000000	0E-9	13	7	2010
297	6165	32145585000000.000000000	32145585000000.000000000	2000000.000000000	14	7	2010
298	2178	8584892000000.000000000	8584892000000.000000000	66000000.000000000	15	7	2010
299	969	6089404000000.000000000	6089404000000.000000000	28000000.000000000	16	7	2010
300	501	2409788000000.000000000	2409788000000.000000000	5000000.000000000	17	7	2010
301	612	3607009000000.000000000	3607009000000.000000000	83000000.000000000	18	7	2010
302	556	4714975000000.000000000	4714975000000.000000000	11000000.000000000	19	7	2010
303	732	2990234000000.000000000	2990234000000.000000000	0E-9	20	7	2010
304	472	2765454000000.000000000	2765454000000.000000000	0E-9	21	7	2010
305	295	3963162000000.000000000	3963162000000.000000000	0E-9	22	7	2010
306	304	2061479000000.000000000	2061479000000.000000000	2000000.000000000	23	7	2010
307	1188	4374196000000.000000000	4374196000000.000000000	0E-9	24	7	2010
308	3264	4706543000000.000000000	4706543000000.000000000	190295000000.000000000	25	7	2010
309	1225	8695187000000.000000000	8695187000000.000000000	97267000000.000000000	26	7	2010
310	477	3189920000000.000000000	3189920000000.000000000	67000000.000000000	27	7	2010
311	2434	6756053000000.000000000	6756053000000.000000000	22241000000.000000000	28	7	2010
312	1751	1906123000000.000000000	1906123000000.000000000	623000000.000000000	29	7	2010
313	413	2016182000000.000000000	2016182000000.000000000	29000000.000000000	30	7	2010
314	296	1543349000000.000000000	1543349000000.000000000	30000000.000000000	31	7	2010
315	298	27010022000000.000000000	27010022000000.000000000	31000000.000000000	1	8	2010
316	314	6356337000000.000000000	6356337000000.000000000	21000000.000000000	2	8	2010
317	686	4048360000000.000000000	4048360000000.000000000	0E-9	3	8	2010
318	357	3363645000000.000000000	3363645000000.000000000	0E-9	4	8	2010
319	807	4080201000000.000000000	4080201000000.000000000	0E-9	5	8	2010
320	408	1858201000000.000000000	1858201000000.000000000	0E-9	6	8	2010
321	389	2527292000000.000000000	2527292000000.000000000	22638000000.000000000	7	8	2010
322	323	1033505000000.000000000	1033505000000.000000000	0E-9	8	8	2010
323	1400	7736322000000.000000000	7736322000000.000000000	317088000000.000000000	9	8	2010
324	289	3387185000000.000000000	3387185000000.000000000	0E-9	10	8	2010
325	383	5488741000000.000000000	5488741000000.000000000	0E-9	11	8	2010
326	260	1570283000000.000000000	1570283000000.000000000	0E-9	12	8	2010
327	689	3506259000000.000000000	3506259000000.000000000	0E-9	13	8	2010
328	434	1620174000000.000000000	1620174000000.000000000	0E-9	14	8	2010
329	237	1691658000000.000000000	1691658000000.000000000	0E-9	15	8	2010
330	635	6917488000000.000000000	6917488000000.000000000	5695000000.000000000	16	8	2010
331	292	4999599000000.000000000	4999599000000.000000000	0E-9	17	8	2010
332	1302	3738850000000.000000000	3738850000000.000000000	126171000000.000000000	18	8	2010
333	271	2040210000000.000000000	2040210000000.000000000	0E-9	19	8	2010
334	388	2957841000000.000000000	2957841000000.000000000	0E-9	20	8	2010
335	286	3867831000000.000000000	3867831000000.000000000	0E-9	21	8	2010
336	322	2041819000000.000000000	2041819000000.000000000	0E-9	22	8	2010
337	338	1777611000000.000000000	1777611000000.000000000	0E-9	23	8	2010
338	753	2109391000000.000000000	2109391000000.000000000	33920000000.000000000	24	8	2010
339	230	1591110000000.000000000	1591110000000.000000000	0E-9	25	8	2010
340	404	1424779000000.000000000	1424779000000.000000000	0E-9	26	8	2010
341	255	2869730000000.000000000	2869730000000.000000000	0E-9	27	8	2010
342	355	1662951999150.000000000	1662951999150.000000000	110.000000000	28	8	2010
343	168	860459000000.000000000	860459000000.000000000	23000000.000000000	29	8	2010
344	352	1383891000090.000000000	1383891000090.000000000	36000000.000000000	30	8	2010
345	769	4015297999650.000000000	4015297999650.000000000	20000060.000000000	31	8	2010
346	548	2875758999740.000000000	2875758999740.000000000	8000040.000000000	1	9	2010
347	345	3473670000010.000000000	3473670000010.000000000	0E-9	2	9	2010
348	245	2985634000000.000000000	2985634000000.000000000	0E-9	3	9	2010
349	205	3002636000000.000000000	3002636000000.000000000	0E-9	4	9	2010
350	299	13720971000000.000000000	13720971000000.000000000	2000000.000000000	5	9	2010
351	271	7560213999840.000000000	7560213999840.000000000	20.000000000	6	9	2010
352	219	1824126000000.000000000	1824126000000.000000000	0E-9	7	9	2010
353	293	1764780999660.000000000	1764780999660.000000000	40.000000000	8	9	2010
354	337	3416774999820.000000000	3416774999820.000000000	15000020.000000000	9	9	2010
355	309	1417332999800.000000000	1417332999800.000000000	20.000000000	10	9	2010
356	228	1021841000000.000000000	1021841000000.000000000	0E-9	11	9	2010
357	495	1856738000030.000000000	1856738000030.000000000	15000000.000000000	12	9	2010
358	493	11717793000010.000000000	11717793000010.000000000	20.000000000	13	9	2010
359	404	3029407440528.000000000	3029407440528.000000000	960352.000000000	14	9	2010
360	463	3991355039648.000000000	3991355039648.000000000	0E-9	15	9	2010
361	413	3458351000000.000000000	3458351000000.000000000	0E-9	16	9	2010
362	772	7529813000000.000000000	7529813000000.000000000	0E-9	17	9	2010
363	307	4362258000000.000000000	4362258000000.000000000	77000000.000000000	18	9	2010
364	381	5113125960352.000000000	5113125960352.000000000	0E-9	19	9	2010
365	496	4155310000000.000000000	4155310000000.000000000	0E-9	20	9	2010
366	1121	2771166000010.000000000	2771166000010.000000000	400.000000000	21	9	2010
367	859	4468549000000.000000000	4468549000000.000000000	0E-9	22	9	2010
368	750	12659779000000.000000000	12659779000000.000000000	0E-9	23	9	2010
369	468	1934386000000.000000000	1934386000000.000000000	0E-9	24	9	2010
370	593	2994810000000.000000000	2994810000000.000000000	0E-9	25	9	2010
371	402	2248451000000.000000000	2248451000000.000000000	0E-9	26	9	2010
372	998	3337301000000.000000000	3337301000000.000000000	2000000.000000000	27	9	2010
373	1499	8167665503320.000000000	8167665503320.000000000	92844000000.000000000	28	9	2010
374	1550	9402176000000.000000000	9402176000000.000000000	0E-9	29	9	2010
375	393	4161503000000.000000000	4161503000000.000000000	0E-9	30	9	2010
376	622	5828338812108.000000000	5828338812108.000000000	56000000.000000000	1	10	2010
377	776	36388684776813.000000000	36388684776813.000000000	789287.000000000	2	10	2010
378	429	7575503776625.000000000	7575503776625.000000000	31064610.000000000	3	10	2010
379	581	55601289000099.000000000	55601289000099.000000000	5940.000000000	4	10	2010
380	487	19372178000020.000000000	19372178000020.000000000	0E-9	5	10	2010
381	428	12150146000109.000000000	12150146000109.000000000	5950.000000000	6	10	2010
382	400	12736909000000.000000000	12736909000000.000000000	0E-9	7	10	2010
383	583	15315463000000.000000000	15315463000000.000000000	0E-9	8	10	2010
384	579	18566391000000.000000000	18566391000000.000000000	0E-9	9	10	2010
385	375	11844813000000.000000000	11844813000000.000000000	0E-9	10	10	2010
386	374	5485871000109.000000000	5485871000109.000000000	4360.000000000	11	10	2010
387	390	7807395000000.000000000	7807395000000.000000000	0E-9	12	10	2010
388	716	11425179000000.000000000	11425179000000.000000000	10535000000.000000000	13	10	2010
389	397	17790955000000.000000000	17790955000000.000000000	0E-9	14	10	2010
390	299	14646649000000.000000000	14646649000000.000000000	0E-9	15	10	2010
391	582	19819089000109.000000000	19819089000109.000000000	0E-9	16	10	2010
392	405	10849174000000.000000000	10849174000000.000000000	0E-9	17	10	2010
393	655	21754617000000.000000000	21754617000000.000000000	2000000.000000000	18	10	2010
394	1134	26563350000000.000000000	26563350000000.000000000	0E-9	19	10	2010
395	848	19966177000000.000000000	19966177000000.000000000	0E-9	20	10	2010
396	715	18630398776615.000000000	18630398776615.000000000	3883075.000000000	21	10	2010
397	766	12942813000000.000000000	12942813000000.000000000	0E-9	22	10	2010
398	584	4314533000000.000000000	4314533000000.000000000	7000000.000000000	23	10	2010
399	574	10479439000000.000000000	10479439000000.000000000	0E-9	24	10	2010
400	464	14999465000000.000000000	14999465000000.000000000	0E-9	25	10	2010
401	487	18134271000000.000000000	18134271000000.000000000	0E-9	26	10	2010
402	767	20186017000000.000000000	20186017000000.000000000	0E-9	27	10	2010
403	623	18762354000000.000000000	18762354000000.000000000	0E-9	28	10	2010
404	602	8607529000000.000000000	8607529000000.000000000	0E-9	29	10	2010
405	359	5849104000000.000000000	5849104000000.000000000	0E-9	30	10	2010
406	335	6490613000000.000000000	6490613000000.000000000	0E-9	31	10	2010
407	346	4225725000000.000000000	4225725000000.000000000	0E-9	1	11	2010
408	226	6252609000000.000000000	6252609000000.000000000	0E-9	2	11	2010
409	316	5697998000000.000000000	5697998000000.000000000	0E-9	3	11	2010
410	346	15679778108788.000000000	15679778108788.000000000	0E-9	4	11	2010
411	607	4200983000000.000000000	4200983000000.000000000	0E-9	5	11	2010
412	358	12653536000000.000000000	12653536000000.000000000	0E-9	6	11	2010
413	411	8975373000000.000000000	8975373000000.000000000	0E-9	7	11	2010
414	1232	49944262000000.000000000	49944262000000.000000000	59345000000.000000000	8	11	2010
415	390	5176722000000.000000000	5176722000000.000000000	0E-9	9	11	2010
416	353	5854556000000.000000000	5854556000000.000000000	0E-9	10	11	2010
417	341	4161851000000.000000000	4161851000000.000000000	0E-9	11	11	2010
418	240	3368980000000.000000000	3368980000000.000000000	0E-9	12	11	2010
419	301	3810596000000.000000000	3810596000000.000000000	0E-9	13	11	2010
420	597	3541488000000.000000000	3541488000000.000000000	0E-9	14	11	2010
421	7718	26198771000000.000000000	26198771000000.000000000	12576000000.000000000	15	11	2010
422	9155	37803126000000.000000000	37803126000000.000000000	0E-9	16	11	2010
423	383	6208252000000.000000000	6208252000000.000000000	0E-9	17	11	2010
424	1386	5949846108788.000000000	5949846108788.000000000	0E-9	18	11	2010
425	9694	5439882000000.000000000	5439882000000.000000000	8000000.000000000	19	11	2010
426	9750	15910026000000.000000000	15910026000000.000000000	101000000.000000000	20	11	2010
427	10181	12603600000000.000000000	12603600000000.000000000	104000000.000000000	21	11	2010
428	347	3140335000000.000000000	3140335000000.000000000	59000000.000000000	22	11	2010
429	399	4263213000000.000000000	4263213000000.000000000	49000000.000000000	23	11	2010
430	4306	3860908000000.000000000	3860908000000.000000000	19000000.000000000	24	11	2010
431	8182	5060219000000.000000000	5060219000000.000000000	0E-9	25	11	2010
432	1515	8910620000000.000000000	8910620000000.000000000	1297000000.000000000	26	11	2010
433	489	2427986000000.000000000	2427986000000.000000000	3000000.000000000	27	11	2010
434	385	2428360000000.000000000	2428360000000.000000000	0E-9	28	11	2010
435	547	3468988000000.000000000	3468988000000.000000000	3000000.000000000	29	11	2010
436	434	5975090000000.000000000	5975090000000.000000000	1000000.000000000	30	11	2010
437	684	5504466000000.000000000	5504466000000.000000000	8000000.000000000	1	12	2010
438	479	6125445000000.000000000	6125445000000.000000000	7000000.000000000	2	12	2010
439	540	2758274000000.000000000	2758274000000.000000000	2000000.000000000	3	12	2010
440	423	6520677197510.000000000	6520677197510.000000000	2723813.000000000	4	12	2010
441	337	2142679000000.000000000	2142679000000.000000000	3000000.000000000	5	12	2010
442	336	9603004613297.000000000	9603004613297.000000000	13276869.000000000	6	12	2010
443	700	8685129434402.000000000	8685129434402.000000000	9429274.000000000	7	12	2010
444	481	2964731528566.000000000	2964731528566.000000000	5000000.000000000	8	12	2010
445	490	4249258727261.000000000	4249258727261.000000000	37724249.000000000	9	12	2010
446	334	2664231000000.000000000	2664231000000.000000000	9000000.000000000	10	12	2010
447	599	7977204702586.000000000	7977204702586.000000000	19471421.000000000	11	12	2010
448	648	4779107644603.000000000	4779107644603.000000000	28631735.000000000	12	12	2010
449	1218	17869855972450.000000000	17869855972450.000000000	7107411931.000000000	13	12	2010
450	639	11631634152496.000000000	11631634152496.000000000	6288210.000000000	14	12	2010
451	631	11297851485908.000000000	11297851485908.000000000	9486104.000000000	15	12	2010
452	560	8474050356946.000000000	8474050356946.000000000	267434774.000000000	16	12	2010
453	632	6308890118798.000000000	6308890118798.000000000	1773932692.000000000	17	12	2010
454	473	8318061674275.000000000	8318061674275.000000000	16653564.000000000	18	12	2010
455	785	9802098693557.000000000	9802098693557.000000000	19129038.000000000	19	12	2010
456	1064	8312974700382.000000000	8312974700382.000000000	34826820.000000000	20	12	2010
457	654	10160482959024.000000000	10160482959024.000000000	15000000.000000000	21	12	2010
458	772	8272330951748.000000000	8272330951748.000000000	21229156.000000000	22	12	2010
459	579	6290965000000.000000000	6290965000000.000000000	8000000.000000000	23	12	2010
